"Year","SubSurFaceSweptArea","Surface_SweptAreaRatio","Fishing_category_FO","Latitude","Longitude"
2013,0.230530296390328,0.000137530077745236,"Otter",52.325,2.175
2009,0.0308318517745205,0.000970904805203416,"Demersal seine",55.625,3.225
2013,0.258147505027854,0.0435897908238679,"Beam",50.575,-2.875
2015,0.00142289726445343,0.388565243178597,"Otter",77.325,31.675
2013,0.0334905895142538,0.000175649615672827,"Otter",59.525,3.625
2014,0.189938615453974,0.0274432753665653,"Beam",53.375,5.475
2014,0.000899085080560158,0.0055518819120894,"Otter",60.625,2.275
2009,0.048161290087223,1.1907191189839,"Demersal seine",45.575,-1.825
2015,2.96774263889656,0.0624969899755923,"Otter",57.225,-9.675
2012,0.755034433481262,0.00113341212274618,"Otter",60.925,1.075
2013,0.101429125205016,0.00692729925827854,"Otter",71.325,26.025
2012,0.000109092650643254,0.0164961701643105,"Beam",51.675,-7.225
2013,0.0000000000103473072496036,0.00166287531789561,"Otter",54.225,3.675
2014,0.0158328990191446,0.000438332532396031,"Otter",78.375,15.175
2010,0.000230132954844156,0.00382548350272133,"Otter",54.775,6.675
2015,0.666502144463274,1.36343622035372,"Otter",75.875,38.875
2014,0.00768842623043103,0.000196136369531458,"Otter",71.475,26.175
2011,0.373404854645874,0.00668020695248244,"Otter",62.125,-40.675
2015,0.00000622194909230192,0.020478746752381,"Otter",72.525,16.325
2013,1.94738947781557,0.0745266837930859,"Otter",50.275,-3.475
2015,0.278071985488104,0.040707936397261,"Otter",45.325,-2.675
2014,0.00146232214694497,0.0021756881788117,"Otter",57.875,9.925
2012,0.00120801057559098,0.00772433203197372,"Otter",43.975,-1.525
2015,0.00755925029103827,0.000296748788069725,"Demersal seine",71.175,25.575
2009,0.0863404422951872,0.00257403528892651,"Otter",50.325,-8.825
2014,0.00000441599803322934,0.029205339190768,"Otter",77.775,33.225
2009,0.91461173523147,0.0138375646967508,"Otter",56.925,8.075
2015,0.0273810472543157,0.00000300949280734607,"Otter",75.425,18.325
2015,0.0856244334726877,0.102742378201977,"Otter",53.675,-5.225
2009,1.00556347947619,0.0737584584985841,"Beam",50.075,-0.175
2012,0.00319416672000885,0.00564122668352144,"Otter",54.875,3.175
2013,0.000171283895843107,0.0000626217388380268,"Otter",73.925,21.475
2013,0.00881969936104313,0.000000453701526989038,"Beam",52.425,2.425
2014,0.105196062894245,0.00065518672625141,"Beam",46.675,-2.925
2011,0.0344851552771016,0.00713384052307209,"Beam",54.825,7.625
2013,0.0985014167080272,0.000701212123350454,"Otter",56.725,2.825
2009,0.0386758422275363,0.189480601649243,"Otter",57.475,10.725
2013,2.40799008595329,0.0131910217427633,"Otter",55.475,17.075
2015,0.0934486433307208,0.0122957757080622,"Otter",47.975,-6.475
2010,0.000000144721319623411,0.0000452069847452821,"Beam",54.175,2.175
2014,0.00247869936002281,0.0011972703917478,"Otter",75.575,41.775
2009,0.0442828307504185,0.0081057811396707,"Otter",60.725,1.625
2010,0.851203890715972,0.0270423149737741,"Otter",49.325,-7.725
2011,0.00291978241859319,0.0000000583275744207179,"Otter",60.125,-8.025
2013,0.0666130317430857,0.000231774100691287,"Beam",54.375,6.925
2012,0.0964846207424332,0.0000623144455425298,"Otter",47.675,-7.575
2012,0.00396841395474509,0.0176345295958962,"Otter",43.675,-5.075
2014,0.00946488280359091,0.016353443547081,"Otter",55.175,-12.625
2010,0.00191842226002178,0.00102043197682435,"Otter",52.125,4.125
2009,0.00119523610288261,0.00193322510032611,"Otter",58.125,5.225
2011,0.122443520508569,0.000000401707242790686,"Otter",60.175,1.625
2009,0.000271830459569285,0.0015581901961286,"Beam",56.975,5.475
2013,0.00389578118925826,0.128517233798278,"Otter",72.625,29.075
2011,5.53169777952525,0.0179611279774501,"Otter",44.025,-1.375
2010,0.0818679138016731,0.0000303478680365269,"Dredge",48.925,-1.875
2010,0.000000000009448289142132,0.00000906457451042373,"Otter",62.025,-5.575
2012,1.34811715693485,0.000534742570953185,"Otter",57.175,11.525
2015,0.00674856204278523,0.000018410749606446,"Otter",55.675,20.125
2014,0.00887455478791694,0.0018840293370228,"Demersal seine",60.275,-1.825
2015,0.00948277501871361,0.0733996052920301,"Otter",46.025,-3.775
2014,0.516188175119035,0.000000545945516493387,"Otter",49.925,-1.525
2010,0.00199156039348828,0.00461178682376141,"Otter",48.475,-4.975
2013,0.000150491486820914,0.0131725151196848,"Demersal seine",54.925,-0.825
2015,0.00955408766055471,0.00169975592620578,"Otter",50.375,1.275
2014,0.0109311866858713,2.28512043976034,"Beam",55.675,5.975
2010,0.0178882398816087,0.574191811483223,"Otter",56.575,3.725
2015,0.108103052490081,0.0434021063863107,"Otter",57.475,7.625
2011,0.246970873858215,0.0000199978455962356,"Otter",75.625,20.925
2010,0.221080647204746,0.231087163706792,"Otter",50.125,-6.325
2013,0.957850671870168,0.167794866686273,"Otter",57.525,-1.225
2011,0.0306820416410543,0.00421878783867233,"Otter",49.325,-2.475
2009,0.000520612061475375,0.0215291055579037,"Otter",55.075,-0.375
2014,0.000749165183362841,0.000717638654491977,"Otter",69.975,30.275
2011,0.302964058758057,0.0388630245036664,"Otter",50.325,-9.725
2015,0.0215575577514859,0.000134769410393518,"Beam",53.825,8.375
2015,0.116217575096683,0.00000528382524555276,"Otter",59.425,-6.775
2011,0.0310635409508772,0.683873749295858,"Otter",75.625,42.025
2011,0.139512491292493,0.0000559224895785324,"Otter",56.375,-15.375
2009,0.99705955671587,0.000153855623276714,"Otter",54.575,16.075
2012,2.9038238350631,0.19215823111646,"Otter",58.025,5.275
2015,4.37623240411153,0.0061897569581676,"Otter",53.825,-6.025
2012,0.0979933604277261,0.0010765430006945,"Otter",56.425,0.275
2013,0.314283969278462,0.00391491213454973,"Dredge",56.325,-5.775
2009,0.00626716679891418,0.00236826818540137,"Otter",77.275,11.725
2013,0.0000382241377908422,0.000979200972687044,"Otter",45.475,-3.075
2009,0.000959370919902913,0.00244946133315027,"Otter",54.475,4.725
2014,0.0023072037720128,0.1345542403046,"Otter",57.275,0.625
2012,1.5031107928659,0.151815958967617,"Otter",54.025,-5.925
2011,0.00736431979308251,0.00397034405059129,"Otter",56.475,-16.025
2012,0.0376620356012622,0.00971943809966066,"Dredge",51.425,-8.325
2011,0.120139628122569,0.0103751462574414,"Otter",55.125,2.775
2013,0.147105487550049,0.00176461631182289,"Demersal seine",67.575,12.425
2010,0.000252097203832068,0.00263796981499207,"Otter",48.875,-4.925
2014,1.30996953885851,0.0000784224567190898,"Dredge",50.025,0.925
2014,0.125843003620599,0.0261729656963512,"Otter",51.675,-5.975
2011,0.640296777064798,0.000718004682491411,"Otter",58.475,-0.725
2012,0.00122835668932781,0.00324146917387825,"Otter",55.025,5.225
2012,0.0139053627694627,0.00377530909009105,"Otter",55.575,-1.475
2011,0.0128687867545367,0.000738233835189088,"Otter",73.675,31.775
2012,0.00314780847685097,0.00191808363415282,"Dredge",50.425,-0.125
2009,0.0157929661794514,0.0000259685315741585,"Otter",47.425,-4.275
2014,0.0931165045361504,0.00860373547168473,"Beam",52.725,2.375
2013,0.0898484433705543,0.921846556032106,"Demersal seine",58.225,-3.125
2011,0.0341705632935887,0.507493821756989,"Demersal seine",57.525,4.975
2012,0.000408963577890464,4.04034514227901,"Otter",68.675,-23.575
2013,0.00446035040730451,0.000687197304268707,"Beam",48.975,-6.275
2014,0.0121320843959382,0.000423183649114192,"Otter",71.375,28.175
2014,2.28120600481145,0.0696938371380534,"Otter",40.475,-9.075
2013,0.449866121667574,0.000135678717574959,"Otter",54.425,15.875
2013,0.0174754783465264,0.000140763314127335,"Otter",58.375,2.575
2014,0.111470378744686,0.0106463552464921,"Demersal seine",53.525,-11.875
2013,9.32768214980876,0.0000989701532964095,"Beam",55.325,3.175
2012,0.0510766895302705,0.0147245682666141,"Demersal seine",50.175,0.975
2014,0.00928208736276571,0.000118900475407131,"Otter",57.175,4.975
2009,0.829840949159728,0.0012863901325796,"Otter",58.725,-1.525
2013,0.105097245457908,0.00353818465032302,"Otter",52.375,4.475
2012,0.00453488597841941,0.00153352238805383,"Otter",71.225,22.075
2015,0.0537289073071413,0.00389477841368812,"Otter",55.325,-0.975
2014,0.00633777290963628,0.000112226435924228,"Beam",52.875,4.425
2012,0.0729934981242099,0.000568976172706746,"Beam",50.025,-2.725
2009,0.0193761235136279,0.418793782898216,"Demersal seine",59.875,2.475
2011,0.0000000581452548382919,0.00675124629163644,"Otter",46.025,-2.575
2011,0.0041403042197216,0.00000266877586906663,"Otter",76.125,14.525
2014,0.32032209460197,0.00251864781370132,"Otter",48.475,-9.525
2009,0.079852219918928,0.0099241450046754,"Beam",50.575,-6.725
2009,0.139514129386758,0.000710283011500821,"Demersal seine",50.075,-0.825
2009,0.0482143633105071,0.00394326472977006,"Dredge",54.325,-0.075
2010,0.00408119414184883,0.491808238725883,"Otter",62.525,-4.775
2010,0.0480973906297607,0.0522335325918333,"Demersal seine",53.225,4.075
2013,0.537382866527893,0.00246579479672154,"Dredge",55.625,-5.375
2015,0.036721559431759,0.000369143003751175,"Demersal seine",45.825,-2.075
2010,0.00000000000867390871677354,0.0184183688202634,"Beam",51.775,-7.175
2014,0.100969295065728,0.0429768261786375,"Demersal seine",61.575,0.275
2011,0.0796149785582274,0.855201722269763,"Otter",61.725,-0.375
2010,1.21590811527131,0.0418775168675941,"Beam",55.775,6.575
2012,0.378451071028024,0.00281761872385141,"Otter",78.275,14.375
2010,1.76015829044671,0.0447503843288083,"Beam",56.425,7.475
2015,0.00142190931004081,0.00119360281891764,"Otter",56.975,1.475
2010,0.016616187645015,0.0000754442061339864,"Otter",49.425,-4.325
2014,0.040066860420758,0.000740382169843656,"Otter",77.575,28.975
2011,2.6042485174375,0.0000064814629053355,"Demersal seine",46.475,-1.975
2013,0.000000546384114042009,0.0133510577125702,"Demersal seine",58.225,-1.525
2014,0.21449376473904,0.0000201681615684032,"Otter",60.325,-3.325
2011,0.191682492793978,0.292023116117938,"Otter",74.125,20.625
2014,0.140269903732324,0.012029091675622,"Beam",53.225,0.375
2012,0.240278817071417,0.000426146957427841,"Otter",76.425,21.025
2013,0.0210549455759837,0.00400803987850607,"Otter",49.225,-8.275
2012,0.0000131573069216877,0.00409369714261404,"Dredge",55.925,-5.875
2013,0.00200905952464025,0.0121503334121914,"Dredge",56.525,-5.825
2014,0.0684682211296366,0.00000118869519815854,"Demersal seine",75.375,18.375
2014,0.207986175924623,0.000753097458894678,"Otter",54.625,1.875
2010,0.025574289790705,7.05827113636443e-18,"Dredge",50.675,1.425
2014,0.023561375029455,0.0514126811685775,"Otter",55.725,0.075
2009,2.78631628990121,0.972505987675061,"Otter",45.975,-3.275
2013,0.00000124036332984646,0.284686701121869,"Demersal seine",70.775,22.625
2011,0.0610896546576925,0.0077949715287991,"Demersal seine",45.825,-1.525
2013,0.135446344111019,0.00171760772659969,"Otter",74.825,18.575
2011,0.258218671808817,0.0205118538091933,"Otter",71.375,29.175
2010,0.0000122125099075717,0.0256308048110997,"Otter",57.575,5.325
2013,0.00255447338511021,0.0000928949421730636,"Otter",49.875,-7.725
2012,0.0616741674850702,0.0118323897351852,"Otter",48.075,-7.775
2015,0.0206526091326531,0.466521805509933,"Otter",59.525,-0.625
2013,0.0104450989880754,0.0000637826332730328,"Otter",58.675,-1.325
2013,0.285635036150269,0.0312600918927943,"Otter",75.975,24.325
2010,1.81598137550925,0.000642334059859986,"Otter",54.325,0.175
2010,0.00142010841009229,0.0025974086366854,"Otter",56.875,5.425
2013,0.49966486084162,0.0000023296901240311,"Otter",59.975,-3.475
2013,0.442596947964545,0.121281767691934,"Demersal seine",47.075,-5.225
2009,0.00000000551867465872027,0.0000137073863415656,"Otter",47.375,-4.725
2009,36.720576259565,0.00381492034882168,"Otter",53.975,-11.675
2011,0.00741340089329272,0.00660498745893893,"Otter",47.175,-5.125
2014,0.432063236710731,0.00439289953174256,"Otter",51.475,-4.775
2011,4.25419999022797,0.000657286859237928,"Otter",73.975,16.525
2015,1.41581956293129,0.0000785966000580491,"Otter",64.275,5.775
2015,0.450273603538243,0.0112340029611798,"Beam",54.175,7.225
2013,0.0975425357164562,0.0000471041495086291,"Otter",39.725,-9.275
2009,0.00123247523162857,0.00277417172587917,"Otter",60.625,-2.225
2009,0.0000439967653143844,0.000528291493715174,"Dredge",50.175,0.925
2010,0.000815425046955633,0.000019261586031912,"Otter",58.725,9.825
2012,0.00404415836000119,0.0664375013758677,"Demersal seine",58.875,3.175
2010,0.00019866510498261,0.00205208038299864,"Beam",50.025,-2.425
2013,0.00243602535159018,0.000370913833209246,"Otter",76.175,27.625
2013,0.115242719940515,0.0132005117267317,"Otter",54.225,14.275
2015,0.00303521770781913,0.000931868323453568,"Otter",56.525,-0.025
2013,0.00137572862678624,0.252162924835487,"Otter",51.375,1.775
2015,0.00101701386010238,0.0714322852010018,"Beam",51.525,-7.675
2011,0.00181634570609838,0.00137900289330615,"Otter",58.225,4.325
2010,0.379246597654237,0.0803558486027401,"Dredge",57.275,-5.775
2013,0.00885450505705125,0.805808890008412,"Otter",58.375,3.725
2010,0.0394792623198168,0.000120273362531416,"Beam",54.825,4.625
2014,0.219484953899593,0.000131381603643123,"Otter",73.825,17.925
2009,0.150689077796358,0.0841177446315749,"Otter",57.825,3.325
2009,0.0741280735316757,0.0050832966071619,"Dredge",50.125,-3.525
2010,0.0675189580058417,0.0039719891238759,"Otter",54.275,2.625
2013,0.00799663889406838,0.0637225728842896,"Demersal seine",47.575,-3.625
2012,0.000353762548614463,0.0509410591599471,"Otter",56.825,2.875
2014,4.19921817615263,0.00838528048423788,"Otter",73.625,19.375
2013,0.00136649621010499,0.000000192544928298331,"Otter",45.225,-3.175
2015,0.147343971869019,0.00721235883629112,"Otter",78.075,32.475
2013,0.00600836993740315,0.106475505381674,"Beam",56.675,7.375
2009,0.05320106359686,0.000572951963759906,"Beam",51.725,-6.025
2014,0.165140298622507,0.035809270748009,"Otter",49.775,-11.425
2012,0.0427377167044112,0.0351182152083555,"Otter",47.725,-6.375
2011,0.1219078656246,0.000648740550074415,"Otter",54.575,3.725
2014,0.0204240447362663,0.00403181379999672,"Beam",55.175,7.575
2014,0.0231721498570596,0.0158894404335469,"Otter",55.875,20.575
2011,0.106176162023148,0.00467289819982262,"Demersal seine",50.525,0.425
2009,0.213156066684439,0.000396479071450224,"Otter",56.425,-15.325
2012,0.215127493876572,1.09986155421218,"Beam",56.825,7.225
2014,0.303485460877205,0.00951558164584762,"Otter",75.575,21.075
2015,0.0348837382289799,0.0216938969186393,"Otter",57.675,0.675
2011,0.0461923530015032,0.000519870897847412,"Demersal seine",75.675,19.975
2015,0.0601672541320351,0.0487071430081659,"Otter",55.575,2.525
2009,1.83374186639452,0.000631180073293802,"Demersal seine",57.025,-0.575
2014,0.108707411657992,0.00619471594684531,"Otter",59.925,-7.125
2015,0.243757739589668,0.00317706872158277,"Otter",54.375,8.125
2012,0.00064854648521123,0.0174914168309131,"Otter",61.575,0.875
2009,0.625205581996513,0.00190550417350829,"Otter",60.025,-5.075
2013,0.000304255700318068,0.00259739316145128,"Otter",81.475,32.475
2013,0.20781250770575,0.0173904478260179,"Otter",41.225,-9.275
2012,3.84556916066995,0.804731507429432,"Beam",54.175,-3.725
2014,0.872474628857951,0.043509852387627,"Beam",53.825,7.375
2015,0.0253321662827136,0.0193904880143153,"Otter",44.225,-2.075
2013,0.498894319175828,0.0000532395644114751,"Otter",75.275,49.425
2010,0.000000000016512023403278,0.0117595501384455,"Beam",53.825,5.025
2013,0.0366445871958665,0.00041940255127088,"Otter",74.675,43.125
2013,4.75616014306621,0.00378490501935233,"Beam",51.975,-6.925
2014,0.000208480543625194,0.0509529313382073,"Dredge",49.825,-3.025
2015,5.19627824345386,0.00112001171115729,"Beam",50.175,0.825
2013,1.61129810701331,0.00000715118529742951,"Otter",51.425,1.125
2014,0.000635209493380983,0.644078730955846,"Otter",58.075,0.725
2011,0.0811165408641101,5.93256380493177,"Demersal seine",52.625,4.075
2013,0.438543029562628,0.0518255099647276,"Otter",54.875,5.325
2012,0.049296579416095,0.0000172054241232384,"Otter",54.375,2.075
2013,1.62251299342614,0.166788215035136,"Otter",52.225,-15.025
2014,0.0170830963034419,0.0177637363500668,"Otter",76.175,34.775
2011,0.23375434885301,0.0240064873225887,"Otter",57.775,4.675
2012,0.021261384473951,0.0815180239684576,"Otter",39.875,-9.225
2013,0.0679786055002237,0.653079565809648,"Otter",36.675,-7.525
2011,0.954780323299245,0.261890889559061,"Otter",64.825,8.675
2012,0.00423751306404099,0.00045411154904681,"Otter",75.275,39.575
2010,0.00386300167032814,0.00171388178395306,"Beam",49.725,-6.725
2010,0.00000133765457349172,0.0483044804799691,"Demersal seine",50.225,-0.075
2012,0.103768430071982,0.0000000391319110936126,"Otter",75.825,42.075
2012,0.000171426621889949,0.0000336091907697569,"Otter",80.675,41.375
2012,0.0393831505752404,0.00699822936600255,"Demersal seine",55.075,-0.175
2015,2.12798327318203,0.000162649118666199,"Demersal seine",63.075,6.825
2011,11.8300908180383,0.00107393427915404,"Otter",51.275,-9.525
2013,0.644755036619763,0.298753858305608,"Otter",55.075,18.875
2012,0.00745121743602955,0.0330509496696051,"Otter",56.325,12.225
2010,0.00491202619127415,0.00557134049604891,"Otter",59.325,0.525
2012,0.292532083149667,0.00000000040357061612806,"Beam",50.575,-6.775
2010,0.2181831344106,0.00302102978319753,"Otter",41.275,-9.025
2012,0.062136345377323,0.0591091609888896,"Otter",74.375,22.875
2011,16.5766361252261,0.00267081323451959,"Otter",60.975,0.025
2011,0.0596376384888619,0.000817678278126672,"Otter",45.375,-1.625
2012,0.138852420787517,0.00222448297036783,"Otter",61.825,-29.875
2012,0.00142745413510175,0.000000611096520592504,"Otter",60.475,0.975
2012,2.12042590330861,0.609018192317278,"Beam",54.825,4.625
2012,0.0347772094584092,0.013540632095438,"Otter",58.625,3.375
2011,0.135839877984488,0.00017301306356608,"Otter",44.925,-1.975
2010,0.00387958462547242,0.0000281471655409798,"Otter",62.675,-5.425
2012,0.0000303801512656156,0.00421030791051764,"Otter",50.125,0.025
2015,0.15768254188454,0.00000522662291762049,"Beam",52.625,4.225
2009,0.802136942251678,0.00124479869334307,"Otter",50.075,-7.475
2013,0.000689810683684293,0.0000233285024528239,"Otter",57.275,11.375
2013,0.206682525908428,0.0000063288825050442,"Demersal seine",70.525,31.025
2012,0.00612855233506681,0.025121015964811,"Otter",50.925,-9.025
2015,0.226007845408887,0.00918099881721172,"Dredge",54.625,-0.775
2015,0.00450327504597829,0.365278068917616,"Otter",56.125,-1.425
2009,1.03184915935065,0.00337164458672912,"Otter",54.375,11.725
2014,0.00303340055240739,0.0000200801371257457,"Otter",61.875,0.775
2010,0.687229314140135,0.0282110912049704,"Otter",55.775,20.375
2015,0.08150654641082,0.101382164249132,"Otter",63.275,-39.375
2011,0.000396636727791345,0.188742939382095,"Otter",71.425,20.075
2009,0.0455919821801019,0.0144434959604274,"Beam",48.975,-6.475
2009,0.270831492923704,0.000848956219212122,"Otter",58.625,0.625
2010,0.000068944037350189,0.0415398245124947,"Demersal seine",53.025,2.825
2015,0.00244409956846359,0.00137851872731871,"Beam",50.375,1.375
2013,0.000554566853942875,0.000988160242937667,"Otter",55.025,6.375
2013,0.00142055557323127,0.0172827479999736,"Otter",45.025,-1.325
2014,0.0539404299699899,0.0000000111651622369094,"Otter",49.875,-11.325
2014,0.00292479020026909,0.00029507700805376,"Demersal seine",57.525,5.075
2012,0.32458367860559,0.0913163468498888,"Demersal seine",57.775,5.625
2012,0.0978437249426062,0.0428696369900779,"Otter",74.325,17.275
2014,3.30044764262537,0.00191728247064367,"Otter",46.475,-4.075
2015,1.20584869249999,0.0465513541417073,"Otter",56.925,7.775
2010,0.0173731625155373,0.000000220077313716807,"Otter",57.225,1.675
2012,0.0000486205397882211,13.6606297788854,"Otter",55.325,16.975
2011,0.000361814815783834,0.00259749362965553,"Demersal seine",71.175,27.725
2012,0.0738005488855954,0.00836093736952956,"Dredge",49.575,-0.525
2013,0.202800369239363,0.011662940115416,"Beam",51.675,-7.825
2010,0.0431032443943584,0.220224694770323,"Dredge",50.025,-3.525
2010,1.68407539347144,0.0000669502432729166,"Beam",45.275,-1.925
2014,0.903367596724343,0.141069990634903,"Otter",49.675,-11.325
2013,3.30868973038882,0.00427024823270517,"Otter",49.175,-6.075
2013,0.0854404701041563,0.0363274201166066,"Otter",70.625,-9.325
2012,0.00227033857129628,0.000131466890043123,"Otter",71.475,25.475
2009,0.172191301610017,0.0000000000536456421777043,"Demersal seine",57.225,5.225
2015,0.0970441185498847,0.0000208911909173479,"Otter",54.975,15.375
2010,0.639297012472587,0.0112744878662849,"Beam",56.925,5.125
2011,1.23544832258304,0.115856575768687,"Otter",54.725,2.125
2010,0.00268870216278454,0.00290056892168535,"Otter",48.925,-3.675
2011,0.108730394980364,0.000000895630301772687,"Otter",53.175,-9.475
2009,0.813977253075506,0.00000878348654890909,"Beam",50.075,-4.825
2011,0.00477689117062824,0.0098469909037937,"Beam",55.075,5.925
2015,0.000951749488637825,0.010366351212601,"Otter",76.525,30.175
2012,0.00832210491528097,0.0870830527426666,"Otter",50.825,-10.175
2010,0.0251747927825128,0.0966915046123571,"Otter",48.275,-9.675
2011,0.28773228321202,0.00103571864878215,"Otter",50.025,-10.625
2012,0.179990875088138,0.000432574740919094,"Otter",75.075,21.275
2010,0.00308302974186415,0.013331258409635,"Otter",54.375,11.775
2014,0.0539695147895248,0.115785079776693,"Otter",55.725,-1.625
2010,0.0973840843252387,0.00002345963422864,"Demersal seine",59.775,2.625
2009,0.0000144829459766243,0.00000954595591041745,"Otter",48.275,-6.525
2013,0.0412110650400382,0.00759274051821147,"Demersal seine",56.425,4.125
2015,0.00000228215447994905,0.00239147557299881,"Otter",53.125,-11.075
2012,1.16649140748307,0.000305682226310581,"Demersal seine",74.875,19.175
2010,0.00384451937748275,0.0110833850204471,"Otter",62.975,5.475
2009,0.0371118027925855,0.000792340587399534,"Demersal seine",49.625,-0.475
2009,0.964437202422735,0.0874405629346169,"Otter",56.525,4.325
2013,0.158172990853931,0.0141842976986754,"Otter",49.525,-5.975
2012,0.00522886739512162,0.0388214368988411,"Otter",52.825,-10.425
2010,0.489439874593156,0.000121720212727094,"Otter",60.325,-3.675
2014,0.0333178858106973,0.00075035581889218,"Otter",66.375,6.575
2012,0.158738710696805,0.00514333232423712,"Otter",71.075,29.025
2014,0.0641619605113463,0.0000632969621356542,"Otter",57.325,-0.225
2009,0.0260162565125216,0.0327806890996041,"Otter",53.425,-12.375
2015,0.564226244772294,0.00078923684430841,"Beam",55.725,7.625
2013,0.191049812766517,0.000158413290496004,"Otter",46.125,-3.275
2011,0.000371921632227637,0.164806512550209,"Otter",52.425,-13.275
2015,0.00863442725556409,0.00353488711651531,"Otter",57.425,-9.625
2015,0.310467758833619,0.000464625551706679,"Otter",49.825,-4.425
2015,0.340006681771063,0.000215151658287097,"Otter",75.875,40.075
2009,0.334832411886321,0.00102781579459328,"Otter",57.625,-0.175
2013,0.00931191528733064,0.00000424989419247751,"Otter",58.375,2.375
2011,0.555257975298071,0.00000303632332751096,"Otter",51.175,-11.175
2014,0.0353221199257701,0.0121936707047259,"Demersal seine",57.575,0.925
2015,0.0554382101959107,0.0153421367831784,"Otter",74.375,22.125
2012,0.0000107251844998701,0.00584706257842539,"Demersal seine",70.925,26.725
2014,0.00564211989832193,0.00000304458753789054,"Otter",54.825,16.975
2014,0.015319641438135,0.149042534020553,"Otter",52.975,-10.025
2013,13.8157480656211,0.0111504447025051,"Otter",56.725,4.375
2012,0.00125128962826479,0.0183875298229588,"Otter",60.825,1.825
2012,0.000280901678404075,0.000804220800936573,"Otter",76.775,22.775
2012,0.457025941055637,0.035453216551824,"Otter",52.275,-11.425
2010,0.00840186343076481,0.00325358254106407,"Otter",60.675,2.925
2012,0.0623449795009112,0.0338442146379333,"Otter",60.275,-0.925
2010,0.47256497621657,0.0135805006096344,"Otter",51.025,-5.575
2015,2.24963003792942,0.00025586374526567,"Demersal seine",70.825,22.875
2009,0.00284870316988056,0.0166981771874069,"Otter",58.775,-1.225
2013,0.0000304203726395585,0.0283280470074357,"Otter",56.575,3.925
2015,1.19098857648917,0.00503219454127828,"Otter",46.575,-2.925
2014,0.818384810855827,2.00593198883981,"Demersal seine",47.125,-3.125
2009,0.748575476766768,0.01543531057082,"Otter",57.425,-0.675
2010,0.0029781327004692,0.00218037990983295,"Otter",50.675,-9.475
2013,0.0472803939687099,0.00312612210591954,"Demersal seine",53.975,7.225
2013,0.000296229704157679,0.00197100992203911,"Demersal seine",57.675,6.425
2013,0.175675176699151,0.000115018250766863,"Otter",50.675,-9.975
2012,0.990899391310982,0.000117825041112918,"Demersal seine",57.575,-1.275
2015,0.558893352401477,0.256999544856024,"Otter",55.375,-5.425
2015,0.245098734216729,0.00000822586213546206,"Otter",58.925,2.725
2009,0.000192267571259035,0.000000675598373930491,"Otter",51.325,-11.375
2015,7.9267424101375,0.00138533669686016,"Beam",53.575,4.875
2014,0.00083694991948577,0.00139251886369793,"Otter",51.925,-6.775
2009,0.0182708787516358,0.00010240787442724,"Dredge",56.425,-2.075
2009,0.0395856783990253,0.0120586702885455,"Otter",60.125,-8.325
2012,0.00374542709516779,0.000084920405349713,"Demersal seine",60.775,-0.325
2014,0.0100922080232562,0.316181039501962,"Otter",66.575,7.225
2015,14.118103046668,4.31541903526524,"Otter",52.675,4.075
2014,0.250267028502671,0.00978535695041766,"Beam",53.475,6.225
2014,0.0000000788493407049364,0.0259211557509984,"Otter",54.625,13.475
2012,0.00350044737969709,0.0000275208917117192,"Otter",52.775,-12.825
2010,0.266487225093724,0.000717954218205765,"Beam",52.175,3.575
2009,0.336433154911077,0.00398653284147637,"Otter",60.175,0.525
